question_id,question_index,question,option_a,option_b,option_c,option_d,correct_answer,predicted_answer,is_correct,raw_response,timestamp,subject
20b7d2a0-caab-4ee1-8141-ebfd769ac33f,675,Transfer of hinge opening axis is compulsory in:,Partially edentulous,Complete edentulous,Orthodontics,Planning to change vertical dimensions,D,D,1,D,2025-06-08T09:19:06.128528,Dental
28d96ad9-427e-4a5f-88a7-deb8c35d48ef,676,"An investigator want to know the similarity of the mean peak flow of expiratory rates and non-smokers, light smokers, moderate smokers, & heavy smokers. Which is statistical test of significance:",One way ANOVA,Two way ANOVA,Student-t test,Chi square test,A,A,1,A,2025-06-08T09:19:07.372907,Dental
a21105e6-e66d-4ae5-ab2d-cee0c3b6bd4d,677,Crab claw separator is,Farrier separator,Elliot separator,Both,None,B,B,1,B,2025-06-08T09:19:08.737247,Dental
53d58d7a-d546-4b1a-88a7-fa7348ff08a5,678,All are secondary colonizers except,S. sanguis,P. intermedia,Fusobacteria,P. gingivalis,A,A,1,A,2025-06-08T09:19:10.535382,Dental
b31e3c42-29b5-4773-aec7-c8e8c7c9e444,679,Apical foramen is found at root apex in,17-46% of cases,5-10 % of cases,10-30% of cases,100% of cases,A,A,1,A,2025-06-08T09:19:12.270954,Dental
3f41f911-cf5c-4227-b32b-7efd0b2fc191,680,Midazolam cannot be given by which of the following routes:,Oral,Inhalation,Intra muscular,Intra venous,B,A,0,A,2025-06-08T09:19:14.322354,Dental
55cf89e3-a464-43f3-8790-669a47a1be85,681,Epsilon in high copper amalgam  is?,Cu6Sn5,Ag3Sn,Cu3Sn,Ag2Hg3,C,C,1,C,2025-06-08T09:19:15.959988,Dental
6a86faf5-cc79-438b-b82f-53839e1ce3ab,682,Which one of the following is the role of barrier membrane in GTR?,To help overall healing,Prevention of epithelial migration,To stop bleeding,To prevent the underlying tissues from the infection,B,B,1,B,2025-06-08T09:19:17.235919,Dental
f447d416-8b56-4a22-a6bc-9b3467fc4b1d,683,Suture technique is called as:,Simple loop suture.,Sling suture.,Figure eight suture.,Simple sling suture.,C,C,1,C,2025-06-08T09:19:19.053293,Dental
9efd66e5-5dcc-4213-ba60-a590e2f02625,684,Functional appliances in skeletal class II are indicated when:,"Maxilla is normal, mandible is retrognathic",Maxilla is prognathic,Mandible is retrognathic in a mature individual,When severe crowding is present,A,A,1,A,2025-06-08T09:19:21.181732,Dental
53b12087-73b5-4305-a270-6c382f23a6b7,685,Which of the following is a phosphoryn indicating dentin presence,Nestin,Arestin,Collagen,All of the above,A,C,0,C,2025-06-08T09:19:22.514510,Dental
1245ee8a-b80f-488c-b1a2-2ad91e1484b0,686,"Sequence of treatment in patient with caries in relation to 51, 52, 61 & 62:",History taking-oral care assessment-caries risk assessment-diet counseling-restoration-fluoride application,History taking-oral care assessment-caries risk assessment-diet counseling-fluoride application-restoration,History taking-caries risk assessment- oral care assessment–diet counseling -restoration-fluoride application,History taking-oral care assessment  caries risk assessment-restoration-fluoride application diet counseling,B,B,1,B,2025-06-08T09:19:23.944028,Dental
f7a14264-3ccd-4354-b975-2a82ee0150e3,687,Major pattern of accessory canals in mandibular molar is?,A lateral canal extends from coronal 3rd to furcal region in distal canal.,Presence of both lateral & furcal canal,Single furcation canal extend from pulp chamber to intra-radicular region,Variable pattern & depend on age of patient,A,B,0,B,2025-06-08T09:19:25.278609,Dental
955c6422-0b51-40dd-b6ea-bb0e88ffa035,688,All are true about enamel rods except,Length of enamel rods is same as the thickness of enamel,Enamel rods are narrow at DEJ and wide at tooth surface.,Under light microscope seen as Fish scale,Tail is more resistant to caries than the core,A,D,0,D,2025-06-08T09:19:27.120921,Dental
57d7d8c5-91d4-4123-952e-0256f1a0e7d6,689,Theories which define the etiology of thumb sucking:,Sigmond Freud theory.,Oral drive theory.,Benjamin theory of rooting reflex.,All of the above.,D,D,1,D,2025-06-08T09:19:28.657631,Dental
3f67eb93-73d7-4caa-b000-2b85de3c8a65,690,Pericytes are found:,In thymus,Around capillaries of pulp,In gallbladder,Along with heparin on surface of mast cells,B,B,1,B,2025-06-08T09:19:29.985734,Dental
242d1a23-0032-4565-99cc-ebf7d8fc54aa,691,Cytokines associated with periapical lesions,IL-1,IL-6,IL-8,TNF-α,A,A,1,A,2025-06-08T09:19:31.319023,Dental
ad6af2c6-763f-42f8-bcfb-57752a45b311,692,"Severe alveolar bone loss, as observed in juvenile periodontitis is associated with:",Cyclic neutropenia,Lysis of neutrophils,Increased phagocytosis,Neutrophil chemotactic defects or Impaired neutrophil chemotaxis,D,D,1,D,2025-06-08T09:19:32.754212,Dental
7719be4d-bbfc-4cdc-a70a-a543b0f5403b,693,"All are true about RVG, except:",80% reduction of patient exposure,Instant imaging,Easy to storage and retrieval,Image is sharper than cause by halogen halide,D,D,1,D,2025-06-08T09:19:34.735263,Dental
119b2538-3a82-4ed2-94bc-50e807b9545e,694,Modulus of elasticity of which cement is best to support under complex amalgam restoration?,GIC,ZnPO4,ZOE,Polycarboxylate,B,A,0,A,2025-06-08T09:19:36.252779,Dental
669252ce-a199-41b9-bf5a-c870a59121fc,695,Hyalinization in orthodontic movement means:,A cell free zone histologically similar to hyaline appearance,Change to hyaline cartilage,Lamina dura converts into hyaline cartilage,Periodontal Ligament changes to hyaline cartilage,A,A,1,A,2025-06-08T09:19:37.597935,Dental
14085677-1f80-45fe-a525-0118e462b77c,696,"Latest technique by which bone graft is obtained without
damaging vital structure, vessels/veins is based on?",Piezoelectric vibration,Osteotome,Ultrasonic/soft lasers,Electrocautery,A,A,1,A,2025-06-08T09:19:39.099730,Dental
ee615bdf-30fc-4478-9571-f6694c0a5e21,697,Enlarged tonsils are only seen in:,Infantile swallow.,Mature swallow.,Simple tongue thrust.,Complex tongue thrust.,D,A,0,A,2025-06-08T09:19:45.142493,Dental
b9bf56a4-ed0f-40f4-ae43-bcc067369c4b,698,"Permanent bending of an orthodontic wire during its clinical application will leads to work hardening of the  alloy, this might cause:",Increase in strength,Decrease in ductility,Development of internal stresses,All of the above,D,D,1,D,2025-06-08T09:19:46.799514,Dental
e17d01d1-5fff-4b7c-b54f-c607da6a8a64,699,Growth of nasal bone is completed by:,10 years,11 years,13 years,7 years,A,A,1,A,2025-06-08T09:19:48.223409,Dental
06bece2b-7071-448b-8681-a396bcf4c0f5,700,"Phosphate bonded investment should be completely carbon free, otherwise:",Investment chips off when molten metal enters the mold space,Black castings,Carbon makes the casting brittle,Smooth casting,C,A,0,A,2025-06-08T09:19:49.543800,Dental
3fa2a07a-96d8-4272-bc31-1e91555907e9,701,Most atypical (unique) tooth,Primary lower 1st molar,Primary lower 2nd molar,Primary upper 1st molar,Primary upper 2nd molar,A,C,0,C,2025-06-08T09:19:50.878917,Dental
369a3802-c030-4528-81a8-069b7d890c7e,702,Object permanence seen in which stage of Jean Piaget’s theory,Sensorimotor,Pre-operational stage,Concrete operations stage,Formal operations stage,A,A,1,A,2025-06-08T09:19:52.311423,Dental
dc4743ee-bf49-4474-a05e-b8363f4089e6,703,Caries status in child is most likely suggested by,DMFT and past caries experience,Salivary flow and composition,Frequency of sugar intake,Fluoride concentration in the area,A,A,1,A,2025-06-08T09:19:53.744881,Dental
2dcd58c8-0fb7-4802-a5c7-e83c40f8a2de,704,Bar-clasp assembly mostly used is:,Mesio-occlusal rest,Disto-occlusal rest,Buccal approach,None of the above,A,A,1,A,2025-06-08T09:19:55.286590,Dental
51397f99-9a45-4e34-af9c-eab16fc300be,705,The following appliance is used in:,Space regaining,Maxillary arch expansion,Distalization of molar,None of the above,B,C,0,C,2025-06-08T09:19:57.237155,Dental
e763e9a8-273c-4bae-a31d-4a4e688ba787,706,Folic acid deficiency is precipitated by:,Aspirin,Ranitidine,Cyclosporin,Phenytoin,D,D,1,D,2025-06-08T09:19:58.743183,Dental
4bed11d9-70fd-4592-941c-6ba056318752,707,Mgo added to alginate power to modify which property:,Increases surface character.,Increases shelf life.,Increases shear and tear strength.,Improve strength.,A,C,0,C,2025-06-08T09:20:00.151041,Dental
7a6a550d-e730-40ac-8d5e-25a7212d4f23,708,2 root canals are found in what percentage of Mandibular incisors,22-40%,11-22%,20-50 %,5-15%,A,A,1,A,2025-06-08T09:20:02.017344,Dental
9ed9f8aa-4e8c-4b69-adcf-e7c6093d3926,709,Health education includes all except,Development of reflexive behavior,Appeals to reason,Positive instilled behaviour,People to think for themselves,A,A,1,A,2025-06-08T09:20:03.675839,Dental
dcbeb089-e4f1-4a0b-8216-83dd42c7ec6d,710,Main crystalline component of calculus is,Hydroxyapatite,Octacalcium phosphate,Magnisium whitlockite,Brushite,A,A,1,A,2025-06-08T09:20:05.014070,Dental
eb722516-1a0b-49e3-8b45-912b365d0ea9,711,PPS anatomically is:,Pterygomaxillary notches & fovea palatine,Pterygomaxillary notches & PN5,Maxillary tuberosity & pterygornaxillary raphae,Posterior Limit of palatine bone,A,A,1,A,2025-06-08T09:20:06.535869,Dental
944df241-c1be-41cb-aa47-b45a4c4593a5,712,Ionic exchange between enamel surface and environment:,Does not take place once enamel matures,Stops after 2 years of eruption,Continues till adult life,Continues through out life,D,D,1,D,2025-06-08T09:20:08.080610,Dental
08470a6f-64fa-438d-838f-20053e00e6e6,713,Which of the following is a major pattern of accessory canals in mandibular first molar is?,Single furcation canal which is extend from pulp chamber to intra-redicular region,A lateral canal extends from coronal third to furcal region particular in distal canal,Presence of both lateral and furcal canal,Pattern is variable and age dependent,B,C,0,C,2025-06-08T09:20:09.413946,Dental
70efb4dd-1ec2-4930-b775-d3e910b2b24a,714,Which of following will happen with a flexible major connector:,It will make other components more effective,Will cause PDL destruction of abutment teeth,Cause ill-fitting of RPD,Will cause difficulty in occlusion,B,C,0,C,2025-06-08T09:20:10.741730,Dental
fa343a34-381b-416b-ab19-bdafd40ad25d,715,"During post preparation in distal canal of mandibular first molar, maximum chance of perforation is seen in:",Lingual surface,Distal surface,Buccal surface,Mesial surface,D,A,0,A,2025-06-08T09:20:12.486729,Dental
4d48f925-c908-4543-b466-e97ff099812c,716,Ratio of mesiodistal width to height of crown of maxillary canine,8:10,10:08,6:08,8:06,A,A,1,A,2025-06-08T09:20:13.923618,Dental
53c46c77-bc75-4269-a36c-58effa4f357d,717,"Which crown would be suitable for a patient with high
caries index, minimum horizontal overlap of maxillary central incisors?",Metal ceramic crown,Three fourth crown,Porcelain jacket crown,Aluminium crown,A,A,1,A,2025-06-08T09:20:15.554087,Dental
05b86488-310e-4b41-bcd9-05f3f223eca2,718,Main concern during prosthodontics surgery and better prosthetic prognosis?,Continuity defects,Minimal invasion,Occlusion,Cost,B,C,0,C,2025-06-08T09:20:16.913656,Dental
03ecd4a2-40fa-4d0d-af2e-f6c7abbf98eb,719,Serial technique Or telescoping technique is another name of:,Step back technique.,Crown down technique.,Standarize technique.,Balance force technique.,A,B,0,B,2025-06-08T09:20:18.217232,Dental
dbd6efef-b527-48fe-86f3-2f0f6b861718,720,The best way to fill a bony defect will be with which of the following?,Hydroxy apatite,Donor graft,Xenograft,Autograft,D,D,1,D,2025-06-08T09:20:19.650144,Dental
08fbda3f-1275-4a63-b34b-c57db24dcd70,721,Which of the following type of behavior is seen in stubborn child:,Obstinate.,Timid.,Whinning.,Hysterical.,A,A,1,A,2025-06-08T09:20:21.390906,Dental
e1a006e0-911e-407d-93d5-ce39ae7f6137,722,"Recently two methods of cPAP; conventional and bubble cPAP were compared. In the conventional method, 90 out of 160 showed extubation failure while 40 out of 160 showed extubation failure in bubble method, which test would be the best to compare the statistical significance between the rates of extubation failure in the two tests?",Chi square test,Student's test,Paired t test,Analysis of variance,A,A,1,A,2025-06-08T09:20:22.618693,Dental
19feb385-8320-4c7e-a010-3fd35c47efe4,723,Angle between rake face and radial line is called:,Edge angle.,Rake angle.,Clearance angle.,Spiral angle.,B,B,1,B,2025-06-08T09:20:24.111428,Dental
6d927c16-b63e-4534-8578-8eaa44008923,724,True congenital anodontia is:,X linked dominant,X linked recessive,Autosomal dominant,Polygenic,C,B,0,B,2025-06-08T09:20:25.490544,Dental
0cfefe19-7cba-424e-928a-b462add52180,725,Most advantageous indication of acid etching is,Decrease micro leakage,Decrease polymerization shrinkage,Decrease coefficient of thermal expansion,Decrease porosity in restorative material,A,A,1,A,2025-06-08T09:20:26.923103,Dental
91a17b74-aed0-4875-8808-3561874556ed,726,Which is not true,Actinomycin D is a mono clonal antibody,Actinomycin D is not a cell specific but It's a cell cycle specific,Vinblastine is not a cell specific but its a cycle/phase specific,None of above,B,A,0,A,2025-06-08T09:20:28.457165,Dental
bfcc4291-d666-4a3c-81ed-1b958e3a7b13,727,"""Cut back"" incision made on laterally displaced flap is:",Mesial cut toward the donor site,Distal cut toward the donor site,Mesial cut toward the recipient site,Distal cut toward the recipient site,D,C,0,C,2025-06-08T09:20:29.889690,Dental
ce496f69-f41a-4589-9da2-c8bdb4a87226,728,Contraindication of band and Loop space maintainer are all except,High caries susceptibility,Single tooth missing in posterior region,Moderate to severe space loss,Lower anterior crowding,B,D,0,D,2025-06-08T09:20:31.324549,Dental
e4ae05a7-2f9c-470b-bd09-226e43e0c31a,729,A tooth can be made to appear shorter by positioning?,Gingival Height of contour more incisally,Gingival Height of contour more gingivally,Developmental depression more far.,Mesial and distal ling angle closure,A,B,0,B,2025-06-08T09:20:32.860415,Dental
49639deb-9611-4911-8145-d2b493a0a485,730,In 7-year-old patient; 74 and 85 are indicated for extraction; which of the following will be appropriate space maintainer for the child?,Bilateral band and loop,Lingual arch,Nance space maintainer,None of the above,A,A,1,A,2025-06-08T09:20:34.474565,Dental
a7f65c0f-ed0f-47f3-96d1-f4f85ff5c3a0,731,Amount of energy actually producing cutting is:,Cutting efficiency.,Cutting effectiveness.,Cutting fraction.,None.,A,C,0,C,2025-06-08T09:20:35.846789,Dental
793b6b6a-6020-4a0b-a760-8fb2d12aaafe,732,Supragingival plaque undergoes which of the following changes with time?,Plaque mass decreases,Plaque microflora becomes more gram positive,Plaque microflora becomes gram negative,Plaque microflora becomes predominantly spirochetal,C,C,1,C,2025-06-08T09:20:37.776174,Dental
889e5d5b-9749-443d-ab83-56e72449125c,733,James classified habits as:,Useful and Harmful.,Intentional and Unintentional.,Compulsive and Non-compulsive.,None of the above.,A,A,1,A,2025-06-08T09:20:39.128405,Dental
2bd4a99b-c158-4dac-8632-ae800f490a9e,734,An investigator wants to study the association between maternal intake of iron supplements (Yes or No) and birth weights (in gm) of new born babies. He collects relevant data from 100 pregnant women and their newborns. What statistical test of hypothesis would you advise for the investigator in this situation?,Chi-square test,Unpaired or independent t - test,Analysis of variance,Student t — test,B,B,1,B,2025-06-08T09:20:40.650291,Dental
25631d44-63b1-495a-88df-4f4a58858d7b,735,Which is the most numerous component of plaque?,Minerals,Food debris,Microorganisms,Leucocytes,C,C,1,C,2025-06-08T09:20:42.180796,Dental
7d744717-de6b-47ec-9b08-2e351e13a7dd,736,"According to WHO 1986, a molar filled with temporary restoration is classified as:",Sound tooth,Filled but decay,Filled with no decay,Decayed tooth,D,B,0,B,2025-06-08T09:20:43.858089,Dental
205ff8a9-b2b7-4193-9408-5e980857fff8,737,Creation of an apical stop to prevent extrusion of matrix beyond apex is called:,Resistance form,Retention form,Conenience form,None of the above.,A,A,1,A,2025-06-08T09:20:45.104650,Dental
2dd32cdf-f8c0-43d1-9d73-0b6e0d6a5216,738,"Lingually placed mandibular posteriors will cause all, except",Gagging,Speech difficulties,Excessive pressure on ridge,Tongue interference,C,B,0,B,2025-06-08T09:20:46.979267,Dental
0aa00d57-86a2-4699-ab06-82f22ecf5438,739,__________ is helpful in making radicular access after entry:,Gates glidden drill,K-File,K-reamer,Round bur,A,B,0,B,2025-06-08T09:20:48.306240,Dental
c836b9a4-0181-424c-a961-88278c54eceb,740,Cleaning of base metal alloy is done by:,Warm HCl,Cold HF,Cold H2SO4,Sandblasting with aluminium oxide,D,D,1,D,2025-06-08T09:20:49.999461,Dental
2f6ec08d-d0b9-4e81-afa4-4a40493dc24f,741,Increased size of filler particle in composite:,Increases strength,Decreases surface roughness,Increases exposure time,decreases viscosity,A,A,1,A,2025-06-08T09:20:51.601852,Dental
9ba1d3cf-434c-4f68-ab5f-0ccbe263e3a5,742,In universal pro-taper retreatment file end cutting tip is seen in?,D-1,D-2,D-3,None of the above,A,A,1,A,2025-06-08T09:20:53.254361,Dental
aa1f0b19-488f-475f-b792-397b41536ca7,743,Which of the following structures is not found in a living pulp?,Collagen fibres,Haversian fibres,Non-myelinated nerve fibres,Reticulum,B,B,1,B,2025-06-08T09:20:55.705243,Dental
c259b95d-ccce-4c4b-9514-76a225cf4bf2,744,Dark points on teeth along with tooth destruction of 4 years old patient,ECC,Staining,Fluorosis,Deep caries,A,D,0,D,2025-06-08T09:20:57.323329,Dental
db415125-a13c-4e21-80fe-b3034ad74f44,745,An average diameter of apical foramen in patients of age above 55 years is,400 micrometer,502 micrometer,681 micrometer,602 micrometer,C,C,1,C,2025-06-08T09:20:58.755019,Dental
aa99f50c-5cb0-4d52-afcb-8d5b6b7dd2ee,746,Mesial contact area of the permanent canine is at the:,Middle third,Junction of the incisal and middle thirds,Junction of the middle and cervical thirds,None of the above,B,B,1,B,2025-06-08T09:21:00.561696,Dental
4ccccd54-b0bd-42ad-ad20-0885e2df15a8,747,Which of these is a qualitative test for bacteria:,Snyder test,Allen's test,Dentocult test,Salivary reductase test,D,C,0,C,2025-06-08T09:21:02.111711,Dental
015438df-2f7d-4298-9da3-f15b1fcef278,748,"About polymerization shrinkage of composite all are true, except:",Polymerization shrinkage is greater if bonded surface area is lesser than unbounded surface area,Polymerization shrinkage is high if within the enamel margins,Acid etching and priming will decrease polymerization shrinkage,Microleakage can occur because of polymerization shrinkage,A,A,1,A,2025-06-08T09:21:03.654419,Dental
aceab90d-6cc0-4cac-82d4-8fcda05ea933,749,8 year old child had fractured his maxillary central incisor 10 months ago. The pulp shows no response. There is no periapical lesion in the radiograph. The treatment of choice is,Ca(OH)2 Pulp capping,Formocresol pulpotomy,Conventional root canal treatment,Complete debridement and apexification,D,D,1,D,2025-06-08T09:21:05.013931,Dental
1fdec68c-39d2-4f1f-9122-bdeddb18e816,750,After removal of periodontal dressing what should be done to keep sensitivity to the minimum?,Use of mouthwash,Use of desensitizing paste,"Keep roots, plaque free",None of the above,C,B,0,B,2025-06-08T09:21:06.551737,Dental
5929e28d-7fca-4d7c-8ece-87af2e4f1020,751,Tooth structure cutting is preceded by crack propogation due to tensile forces known as:,Brittle fracture,Ductile fracture,Shear fracture,All of the above,A,A,1,A,2025-06-08T09:21:07.883789,Dental
ea93bb5c-5ab9-4249-a170-263ede595269,752,An example of acute inflammatory gingival enlargement is most likely to be seen in patient exhibiting:,Periodontal cyst,Pregnancy gingivitis,Dilantin hyperplasia,Hereditary fibromatosis,B,B,1,B,2025-06-08T09:21:09.526549,Dental
f90a8d34-3158-4687-bc8c-4320652f31f6,753,"The cohesion of direct gold filling at room temperature
is an example of:",Wedging,Annealing,Adaptability,Atomic attraction,D,D,1,D,2025-06-08T09:21:11.668684,Dental
9e165700-2956-44ca-9427-c3d37bb09977,754,Access cavity shape in mandibular 1st molar with 4 canals,Trapezoidal,Round,Oval,Triangular,A,A,1,A,2025-06-08T09:21:13.204786,Dental
9064db4c-83a8-4110-9a87-b4c4669bb225,755,Metal oxides are added in porcelain provide all except,Strength,Improve bonding,Cosmetic,Impart colour,A,B,0,B,2025-06-08T09:21:14.973346,Dental
c32b760b-1412-41f9-9542-45885fa19cee,756,Incidence of extra canal in mandibular 1st molar is seen in,10%,20%,30%,40%,C,A,0,A,2025-06-08T09:21:17.103075,Dental
1746f29c-38bb-45bc-baaf-f74bc5279f06,757,First permanent molars begin to calcify at:,6 months of intra uterine life,At birth,Before deciduous incisors,About 1 year after birth,B,A,0,A,2025-06-08T09:21:18.631243,Dental
e70b5eab-a54e-49a7-a8ca-0d226e856a54,758,"Lactobacillus count AFTER CARIES ACTIVITY test is 10,500CFU. What is the rate of caries progression ?",Slight,Mild,Moderate,Severe,D,D,1,D,2025-06-08T09:21:20.474885,Dental
c5d4afb6-6a0c-4399-9168-d73a8e5c14cf,759,"5 years and 4 month old child having small chin, he clinically presents with distal step 2nd molar relation and narrow width of maxilla, having normal SNA angle, decreased SNB angle, with low FMA angle, then. What would be the appropriate treatment protocol for this patient?",Wait and watch for 6 years,Kloehn head gear to treat maxillary protrusion,FR II appliance,Twin block appliance,A,D,0,D,2025-06-08T09:21:22.216831,Dental
a0ad697e-a58d-436f-ab0a-7918485f9f32,760,Which types of wooden wedges are commonly available,Triangular,Rectangular,Round,All are common,A,D,0,D,2025-06-08T09:21:23.549285,Dental
4725b4cb-9085-4059-864f-a5800d15d52b,761,Ability of a bur blade to describe a complete circle during rotation is called as:,Concentricity.,Staticity.,Run out.,Symmetry,C,A,0,A,2025-06-08T09:21:25.096889,Dental
efc03688-d97e-4d32-b963-944494fab200,762,"All ceramic crown is placed on mandibular canine, what can we do to prolong the life of crown:",Glazing,Polishing.,Out of occlusion (Infraocclusion).,Group function.,D,B,0,B,2025-06-08T09:21:26.958960,Dental
cab5a741-ed81-4223-8028-27cfb4433122,763,Diagnosis of mouth breathing can be done by all of the following except:,Cephalometric,Mouth mirror test,Rhinomanometry,Kinesiography,D,D,1,D,2025-06-08T09:21:28.670831,Dental
3473138a-87dc-494f-a9e9-11848d599095,764,"In reversible hydrocolloid the property by which the transformation from sol to gel and gel to sol occurs, is a function of the:",Concentration of fillers and plasticizer,Percentage composition by weight of water,Concentration of potassium sulphate,Temperature,D,D,1,D,2025-06-08T09:21:30.305440,Dental
8f39d375-f28e-41de-a0f4-6bf5757c9cd4,765,Which of the following bone(s) are used for the determination of growth in  an individual?,Clavicle,Sternum,Cervical vertebrae,Mandible,C,A,0,A,2025-06-08T09:21:32.354316,Dental
f477ffc3-2257-415b-b80b-82203647a233,766,Shape of the central groove in Mandibular 2nd premolar is,Y shaped,H shaped,U shaped,All of the above,D,A,0,A,2025-06-08T09:21:34.277174,Dental
3a9f2b69-a6e9-437a-aec2-955872905eec,767,Among the following solvent which of the following is safest and effective gutta percha solvent?,Terpentine,Choloroform,Methylchioroform,Halothane,B,C,0,C,2025-06-08T09:21:35.839982,Dental
c0b2a85f-6080-4082-bcdf-8653195da895,768,Type-IV isthmii is?,complete or incomplete isthmus between three or more canals,Complete communication between two canal,No communication between any canal,two or three canal openings without visible connections,A,A,1,A,2025-06-08T09:21:37.274096,Dental
70c2ef80-fe3f-438b-8944-40693da01e41,769,Improved marginal adaptation in a composite restoration can be achieved by:,Moisture free environment,Application of pressure,Acid etching,Continued packing,C,B,0,B,2025-06-08T09:21:38.710651,Dental
98b3a08a-de88-41bf-90d0-41e30bfb567f,770,The purpose of plane of orientation is:,To serve as a guide in establishing occlusal plane,To aid in measuring height and Length of posterior teeth,To serve as an arbitrary plane when established on the articulator,To divide the distance between upper and Lower cast equally,A,A,1,A,2025-06-08T09:21:40.240447,Dental
424c8df6-20ac-4083-8bf8-47216a533e15,771,The two cements which hold with the tooth are:,GIC and polycarboxylate,GIC and ZnPO4,ZnPO4 and silicate,GIC and silicate,A,A,1,A,2025-06-08T09:21:41.781706,Dental
b02a2fb8-3cd5-4043-88fa-ab4ad3092efe,772,Inflammation of the periapical tissue is sustained by:,Stagnant tissue fluid,Necrotic tissue,Microorganisms,Pus cells,C,C,1,C,2025-06-08T09:21:43.160489,Dental
45724175-280b-42be-a33b-73eeae2a9426,773,"Pure histological landmark for termination of cleaning, shaping and obturation is",CDJ,Apical foramen,Apical constriction,All of the above,A,C,0,C,2025-06-08T09:21:44.439114,Dental
bba8abed-d437-429f-bb4d-fd224fc9ead8,774,Mesial and distal wall of class V cavity depends on:,Direction of enamel rods,Presence of carious lesion,Contour of gingiva,Location of contact area,A,D,0,D,2025-06-08T09:21:45.932363,Dental
1d69bdb0-3afe-46ab-952d-0f58e1f87c7f,775,The force applied to cause root movement should be,Positive intermittent force,Torque or moment,Extra - oral,Gentle action,B,D,0,D,2025-06-08T09:21:47.616788,Dental
55b01624-a67f-4680-b4df-f5f693a5ba90,776,"When length of a spring is doubled, the effect is:",Doubled,Four times,Six times,Eight times,D,A,0,A,2025-06-08T09:21:49.130318,Dental
4e29b7d3-c58d-41ef-863f-70fddda43bc5,777,Separation through rubber ring or band takes,2-3 days to 1 week,1-2 days,1-3 weeks,None of the above,A,A,1,A,2025-06-08T09:21:51.120756,Dental
1d1b01ba-06a9-42aa-8e96-a9537f014ac1,778,A thinner mix of a gypsum-bonded investment will:,Produce a smoother casting,Decrease setting expansion,Increase setting expansion,Increase thermal expansion,B,C,0,C,2025-06-08T09:21:52.530497,Dental
8a9c6725-c18c-4273-90cb-43ae457e6465,779,Management of NaOCl accident are all except?,Over instrumentation of root canal to establish drainage,Cold packs followed by hot packs after 24 hrs,Antibiotics,Corticosteroids,A,B,0,B,2025-06-08T09:21:54.163070,Dental
71d1329f-d4fb-4daf-976a-68f2977c03d0,780,Porosity present in a acrylic denture is usually the result of:,A prolonged curing cycle,Lack of sufficient pressure applied to flask,Insufficient acrylic resin monomer,Prolonged bench cooling after curing,B,B,1,B,2025-06-08T09:21:55.869054,Dental
17f75fe3-36a0-4b95-a931-8f5592684359,781,Bennett angle is:,The angle between sagittal condylar path and Frank fort plane,The angle which the path of balancing side condyle makes with the sagittal plane during Lateral excursion,Measured by using a face bow,None of the above,B,B,1,B,2025-06-08T09:21:57.342141,Dental
a2f37579-2d74-4b22-9a96-69c25b573f31,782,'Care index' with respect to epidemiology of oral disease is,Ratio of filled teeth to total teeth with caries experience,Ratio of filled teeth to teeth present,No. of filled teeth per person,Ratio of denture users to non-denture users,A,A,1,A,2025-06-08T09:21:58.754577,Dental
2a201b80-feba-4584-a0f2-723c6ab509e1,783,Cavity varnish is used for:,To reduce thermal conductivity,To reduce the permeability of acid into dentinal tubules,Action as an obtundant,All of the above,B,D,0,D,2025-06-08T09:22:00.619956,Dental
a115b765-ec7a-4e63-abac-50516a65b46a,784,A patient shows gingival swelling in lower premolar region. Biopsy was taken and histopathological examination showed endothelium-lined vascular spaces and the extreme proliferation of fibroblasts and budding endothelial cells. What could this lesion be:,Pyogenic granuloma,Fibroma,Aneurysmal bone cyst,Traumatic bone cyst,A,A,1,A,2025-06-08T09:22:02.390137,Dental
d0e62648-4f9f-497a-be1a-a6ee1295704c,785,Highest level of evidence is seen in:,Case control studies,Meta-analysis,Cohort studies,Systematic review,B,D,0,D,2025-06-08T09:22:04.917480,Dental
91ac8f32-ec91-4fd0-add3-a3bcb980a6a6,786,Etchant preferred in gel form than in liquid form:,Better control over placement,Enhance and concentrate the action of acid,Helps in visualization while placement,None of the above,A,A,1,A,2025-06-08T09:22:07.629818,Dental
d916bea5-7572-4f56-ac3f-96877ed5f7af,787,Extra palatal root when present on mesial side its known as,Radix mesiopalatalis,Radix mesialis,Radix mesiolingualis,None of the above,C,A,0,A,2025-06-08T09:22:09.246397,Dental
d4c25e5f-165a-4a64-a006-77ecc0ff93b6,788,Interglobular dentin,Has less mineral content,Shows PAS reaction,Both,None,C,C,1,C,2025-06-08T09:22:10.857844,Dental
a48f8ece-9420-439a-8ff9-19093ec0c03f,789,"Basic fear of a 2-year-old child during his first visit to
the dentist is related to",Fear of an injection,Fear of separation from parent,Fear of dental instruments,Not understanding the reason for dental treatment,B,B,1,B,2025-06-08T09:22:12.260927,Dental
dbf75aad-9f19-4edb-9fba-6245c880b59c,790,Which of the following show chemical bond with enamel:,Composites,Direct filling resins,Polycarboxylate cements,BIS-GMA resins in pit and fissure sealants,C,D,0,D,2025-06-08T09:22:13.928925,Dental
