question_id,question,correct_option,predicted_answer,is_correct,response
7b80db5b-82a5-4816-b7d9-80939b292ccd,Which of the following bone defects offers the best chance for bone fill?,A,A,True,A
96b90e71-5964-4438-8852-9bf9af38ad44,"A 10 year old patient reported to department with BCLP (bilateral cleft lip & palate); the maxillary transverse width was normal, lateral incisor was congenitally missing with impacted canine. What wi...",A,A,True,A
851494bd-18cb-4c2b-9699-2ec7519f6cc7,True about conversion of monomer to polymer is,C,D,False,D
e6f8340c-044a-4f5a-b6a1-690661d47a22,Working cusps are also known as:,B,B,True,B
6ef90d24-7f7f-43de-8ae7-0ee093316013,Caries in a 4 year old child is best assessed by:,A,A,True,A
af82f88f-21e6-4877-a69a-e4a476697bed,Gycosylated Hb is done for the assessment of:,A,A,True,A
09a97945-700d-49da-92e1-8b7c31754b56,Fill the missing data in the Ottawa charter for health promotion,B,B,True,B
28c87a35-b6b1-4b1f-bfd5-d94b4fc0be1d,"A statistical test which indicates the chance or probability of an observed difference between two means occurring by chance is called,",A,A,True,A
5449783f-f56a-4761-b276-430a15e89ea7,Process shown in color plate is called:,C,C,True,C
f57bea78-7373-4f7e-b8fc-0c338a5b1fef,When instrument with primary cutting edge is perpendicular to blade then:,B,A,False,A
c3f2d738-cddc-4bd2-b9e7-e8a41969d42d,A rest seat is prepared as:,A,A,True,A
2e6dd309-e97e-4845-981d-4df1962afeeb,According to ISO 6876-2001 ADA specifications 57 Endodontics sealer penetration is upto?,B,D,False,D
a8efab51-c555-4622-b1aa-b726cb28b8b3,Mechanical objectives of cleaning ans shaping are given by:,A,D,False,D
e891af5e-7b28-489c-b8a9-7beff3f76ead,KRI paste composition is:,B,B,True,B
cb8ea9a3-b993-4d69-a1e2-aa031b0bdb11,Steepest cusp is seen in:,A,D,False,D
3ff65139-5240-4593-bd44-2919090b2291,Which of the following is true about Chi-square test?,C,A,False,A
81d28b2e-aaca-40ca-a4f2-6a2019a577d0,After 24 hrs. of setting tensile stength of GIC is:,B,C,False,C
a9471eed-081f-450b-86ee-d1bb788bb833,Name the type of cry which is a sort of coping mechanism to an unpleasant stimuli:,C,C,True,C
e6ffb56f-8545-4c0a-ba5f-2f5294d6a544,In dental materials setting time is measured by which test,D,D,True,D
a0ad23e1-1238-4d3b-b939-33e852d48919,The number of sites examined to assess the stages of bone maturation in Fishman's skeletal maturation index are:,C,B,False,B
dac44c4d-224b-489e-a7f7-72879f6c4c70,"As compared to relining, in rebasing of a denture a 
change is effected in:",C,C,True,C
ce4bf55c-99a1-41a9-9107-cdab91e7e11b,Dentin island are frequently found in the root canals of which of the following permanent teeth,B,D,False,D
f1d6ed0c-2c16-42f9-8673-a1f111e8a088,Which of the following muscle helps in depressing the mandible:,C,C,True,C
90e45b2e-7087-4390-8d01-75bde6ed9f71,Treatment of diastema because of a thick labial frenum is done:,C,C,True,C
40a2d8d2-a4f8-439f-ab5f-e67dea706031,The percentage of fluoride used in iontophoresis is:,B,B,True,B
fa2a0cb0-f5b4-4353-9c23-b256c3e73e71,Glazing of the layer crack is seen because Of,A,A,True,A
4b23b26b-c4d1-4273-af66-90c76a7a777c,MTA barrier in open apex is made up to?,B,A,False,A
be215652-7a51-4c13-89f7-c5e747c322c7,Difference between mandibular and maxillary premolars is that in the mandibular premolars:,C,C,True,C
8b9c73e9-4e2e-4e4b-8216-9c043a1282cf,Simple random sampling is ideal for:,C,C,True,C
491ed54a-1b54-45f6-a2cb-613580c57297,"Beveling of the pulpoaxial line angle of a class II cavity
is done to:",D,C,False,C
4eeb0fe3-c514-4b93-85eb-6c4010460ec6,Complete denture teeth are in edge to edge contact in centric occlusion. What should be done?,C,B,False,B
8bc0d73f-fbc3-498a-b838-c5fbc2e3d873,Major fimbrial structural component of P. gingivalis is,C,C,True,C
653eb6f4-cf9c-44e1-8399-d9bf6d1784e4,Reduction in the fusion temperature of dental gold casting alloys is caused by presence of:,B,B,True,B
276c90f1-588a-4be0-a288-352e63ebf824,"At which stage of Nolla's, the tooth starts erupting?",B,C,False,C
cf8e8909-c78e-4f68-b79b-ba07123468bf,Palatogingival groove is seen in,B,B,True,B
55e6d4ea-c155-4ee4-a163-8c0e3e111db7,Dicor restoration is:,C,B,False,B
92908923-9b0f-403b-8457-71c1c546eee4,Metal coping seen in upper anteriors is suggestive of:,A,B,False,B
8c5568c4-2a9d-4a89-97ba-ce39ee127ceb,Algophobia is:,C,C,True,C
6dfdea6c-4c96-49dc-8b65-a57b59d87036,"Which of the following cry is characterized by loud, high pitched and siren-like wail:",A,C,False,C
16230bcb-8896-467c-ae66-616676d00b65,2nd Mesiobuccal canal can be seen from naked eyes in what percentage of cases,A,D,False,D
3c053a67-9d94-4e22-b368-e7e3df80fcb9,Direct pulp capping is not done in which of these situations?,D,D,True,D
6505d030-3a7b-4aef-81f8-6b47ab6764ce,"Tip of ultrasonic scaler after usage, cleaned by",C,C,True,C
5e4726f1-c317-47b0-9835-995800afd928,"In heavy calculus formers, early plaque consists of Ca, PO4 and k in what proportions:",C,A,False,A
30c73ece-5b77-4d3d-88df-9cfa205a296d,The purpose of pulpotomy in young permanent tooth,B,B,True,B
d8a84d76-2c83-4310-8ae2-7e5a72bc7697,The penetration of the fissure sealant into the fissure:,D,D,True,D
46549a4a-686b-42cb-81ad-037032ed32b7,High Cu alloys have all of the following except:,C,C,True,C
30033810-a137-4bce-ad95-b27c9c582cc2,Water powder ratio for class IV stone is:,A,B,False,B
478d3388-e6a4-49a7-8c07-7b9f6f6c19b8,Using stopko tip irrigation which of these is used cleaning and drying of pulp chamber:,D,D,True,D
c22f03e2-d4ca-4d27-a7ca-fbd3386a6530,Most modern precapsulated dental amalgam formulated with,B,A,False,A
a0edceda-8fd1-4602-8ae5-9e9e71010ba4,Chronic carrier state is seen in all except,A,A,True,A
2483d032-9b0b-405a-8ce2-2a077faf2960,Sealants are effective in,A,A,True,A
b478535e-7c19-45f4-9041-357628a77e73,"To assess outcome from labour, cost, time",A,B,False,B
d958d68a-5fb2-4e85-bbb3-fda0acb43676,Which of the following is not a function of guiding plane?,D,C,False,C
972af535-585c-402c-8d91-99d012c54d88,The means by which one part of R.P.D opposes the action of the retainer in the function is called,B,B,True,B
ddfb969f-c3fb-4038-ab8d-aac072f365bb,"""Multifactorial Causation"" theory was given by",B,C,False,C
f6ea9a5e-e308-4cda-908c-4b34fcc35206,Causative organism for ANIIG is:,A,A,True,A
3e055b81-3481-4e37-96e7-03ce9a91a5c0,This curve is known as,B,B,True,B
fef86c9b-de3e-4ccb-964a-8961f4f4de1f,Which material is carried in a custom tray?,C,D,False,D
36afb87d-0e47-49c4-a770-62b80978844d,Surface roughness of an orthodontic mini-screw implant can be measured by:,C,C,True,C
ec9282d1-e1af-4be7-87b7-439159e3c16c,Which of the following is main cause of pain during pulpal injury progression?,A,B,False,B
609d43e1-ece7-4a9b-a194-0126a021d581,Maximum infective stage of hepatitis B is,B,B,True,B
5dc8687a-758d-4f8f-88a1-231bad43b239,Materials which has high compressive strength and low tensile strength is classified with property of,B,B,True,B
851e771f-27db-4d5a-bae6-f787b1ef70f4,Apical foramen is offcenter the root apex,A,A,True,A
75dcff0b-8b25-4f65-ad83-2eee05950ba1,"When there is a prematurity in centric occlusion but not
in eccentric or other movements then reduce;",C,C,True,C
6801ee69-6688-4bde-b9cf-ff15b165a59c,"The ""Pulse oximetry"" used in the determination of:",B,B,True,B
62141781-1a59-4866-9ee1-57f2a4326685,The iron carbide in orthodontic wire is in the form of:,D,C,False,C
3860ca4f-4a06-4450-b956-4d28e64ad111,The Chamfer finish line is used in,A,A,True,A
5c6c1d19-f370-43e2-b06c-6dc288a803dd,The minimum incidence of cleft palate is seen in which of the following:,C,C,True,C
90d54d35-0bda-43a5-a459-85e2e2f8c572,An isolated area in which root is denuded of bone is intact and covered only by periosteum and overlying gingiva is called,A,A,True,A
91c67794-d1b2-4719-b439-6a50264d4087,Which of the following metals shows the property of twinning:,B,D,False,D
bcdd9b91-5c85-4e9c-bce4-9d92cc3d810b,Which of the following impression material requires a hardener?,A,C,False,C
07f12102-6d93-4392-a50f-fb7424f73683,According to Kim and colleagues which of the following describe type IV isthmus?,B,A,False,A
df4548bb-09a0-4e3c-bb29-843a92365e59,Heavy and light body impression materials are used with:,D,B,False,B
a343b113-be09-419c-8fc2-159e59643646,"In comparison to maxillary central incisor, maxillary canine has a height of contour that is:",A,B,False,B
a9df804d-c8d7-4afa-ad5d-776b64742bab,"A permanent tooth with fracture involving apical one
third of root after treatment, would most likely:",B,B,True,B
186af66b-9099-48fc-96cf-45e14c0de97d,The effect of enlarged Adenoids on the maxillary growth is by,A,A,True,A
fcb698be-6cbb-47ac-81e0-f40be2a42583,"Patient reports with severe throbbing pain in relation
to mandibular second molar. The tooth is sensitive to both hot and cold food and elicits a painful response on percussion. What would be your tre...",B,B,True,B
709f4d14-4462-4615-8827-be22270e2b55,For root fracture it is imperative to take X-ray at?,D,D,True,D
f4665cfe-6dc5-47c6-88f2-e890fc86cb7c,GIC was developed by:,B,B,True,B
c1677f58-425d-4434-87be-810ee5433f9c,"Black Extension for prevention to MID (Minimally invasive dentistry), all are true except",C,C,True,C
4f0750e5-1479-453d-85f2-5b532aa130a9,In dental composite 75 % by weight filler is approximately what % volume of filler?,D,C,False,C
97c32c95-28ad-44b2-8077-2f9a1c0468fd,"1,1,1,1 Tetra-floroethylene is applied during cold test testing with?",B,B,True,B
3b5e1975-f74b-426e-8869-43b353f8a100,Which of the following statements about high copper silver alloy compared to conventional alloy in not true?,B,B,True,B
dba5fe86-0faa-4037-bc20-e6b88972370d,"After amalgam polishing, the outermost surface has crystals arranged flattened to tooth surface. This layer is known as",A,A,True,A
75804c47-d068-4944-a996-6fdb3d2379e5,Nutra sweet is:,B,B,True,B
9a420a52-014a-4db4-be1b-ba06f1de7904,Junctional epithelium,B,C,False,C
a326307c-820f-42d6-8e8e-747df5bbdd20,In expansion screws an expansion of 90° causes an expansion of:,A,C,False,C
5c99553b-a9ad-4919-add4-93a6487f139c,The function of a sprue is to:,A,A,True,A
ba3c920c-6281-42ca-8f2e-45a3dfdc5c3e,Largest permanent tooth in mouth is,A,B,False,B
c4021919-6161-4c71-9f5d-f34b079667f7,Young’s formula for calculating pediatric dose of a drug is:,A,A,True,A
559bd98c-cf2d-475b-bdda-9ce9bd283dac,Decalcification and discoloration of teeth occurs during orthodontic treatment due to:,D,D,True,D
55e1814e-a9eb-4cd7-8dbe-a1a994748b75,Currently used radiographic method for working length determination is:,B,B,True,B
148ede41-fcdf-4bf9-bccd-122e5f9cc206,Impression compound base:,A,D,False,D
35932df7-1981-44e0-82c8-f767702851ff,Common sign of occlusal trauma (TFO) is,A,D,False,D
01b1ae45-1e78-43e1-bc18-a13e07539645,Glossy smooth margins of a casting are due to,C,A,False,A
ba5d61e1-087e-402b-9ea9-a4cc20f97c57,"Best medium to transport/store an avulsed tooth, which is not to be reimplanted immediately? (OR) the medium which maintains the vitality of PDl and thus indicated for long duration transport of an av...",A,B,False,B
5efc0877-615f-4154-ba76-46a27844c5a3,Concentration of adrenaline in local anaesthetic solution for achieving haemostasis & vasoconstriction at surgical site?,B,C,False,C
9d85421e-e095-499b-b289-796a69b8740d,Canine can be classified as,A,D,False,D
41c672e1-f83d-487a-a284-399e766a33a9,The type of bone present in the inter-radicular area is,B,B,True,B
21169a78-5846-4846-8493-ca2a4d646070,Which of the following alloys has the highest coeﬃcient of friction?,B,B,True,B
9e5703ad-fdbe-4f01-b3f8-6ff6b834dc44,Which of the following has strong familial inheritance:,D,D,True,D
0b5c2552-58b8-43c0-a6ac-64e9cefc8720,A child accidentally swallows 10 cc of a 10% fluoride solution. The most effective immediate action is to:,C,C,True,C
88e59728-2686-456d-b949-71aa89d0a69a,Lateral movement of condyle is caused by:,B,A,False,A
ddce2d66-dfaa-4e23-99be-8bec0fa85bbd,Most difficult access cavity preparation is in,A,D,False,D
75782e42-9a55-4b14-a697-8c06a92870f3,A conventional gingivectomy will,B,B,True,B
ae962062-af3e-4fcb-a952-a71b7a3c726d,"Increased depth in posterior palatal seal area of denture 
causes:",D,C,False,C
ed147f28-b004-4a01-8231-386f2551ee05,A cephalogram of a 10-year-old child shows ANB = -4° and facial angle of 98°. The case is of:,C,C,True,C
a01034cd-7b51-4717-ba9f-51476e477ff7,Tobacco Chewing/ smoking is the most common predisposing cause of which of the following:,D,D,True,D
73b1ad96-1717-4bb2-930d-efa7e16bdc6f,The material used in its pure form in dentistry is:,C,C,True,C
59e81c57-2a98-4ab7-a2cd-7a10034d04f7,MB2 (In maxillary first molar)can be seen through Dental operating microscope in what percentage of cases,A,C,False,C
676875bf-59f3-4ad0-bac1-5d1df1c7720a,Modified access cavity in maxillary molar to accommodate accessory orifice is known as,C,B,False,B
51580a67-7a2f-44fb-92f3-b0017142c32c,Split finger technique is used for,D,D,True,D
b8488adf-b96a-44e1-a681-3ed4a22ec5e6,Fibroblasts in pulp produces collagen,C,C,True,C
0138bb1a-4772-4450-9dc8-9b8a626df007,Number of fossa in upper 1st molar,A,B,False,B
3d33288c-0bb6-4687-b003-ca9862ef96e0,Nuk Sauger Nipple is :,C,A,False,A
fde19aa5-8a95-46c2-bbf9-5421b8d83b41,The depth of clinical gingival sulcus is the distance between the gingival margin to the,D,D,True,D
8e282abb-59be-434b-be33-a0928db221ff,Which of the following is a tertiary monoblock system of obturation of the root canal.,B,A,False,A
2a994738-a611-44f3-abcc-729abd519c1b,"During polymerisation of acrylic resin, above what temperature benzoyl peroxide form free radicals?",D,D,True,D
693ea854-071d-4da2-a9b2-09c7b831b9d9,Test to exclude a disease,C,D,False,D
81fa2f26-8518-4469-b610-3752eb1325ca,"During cobalt chromium crown reconstruction, temperature of soldering torch suddenly increases. In such case, which of the following property will change?",D,A,False,A
bbe40477-5e91-4c33-8623-9de8d296cdfe,4th generation apex locators are based on?,C,C,True,C
7e7e1273-1ef7-4ff5-96c3-9bf3c3469cbe,Law of pulse oxymetry is based on,D,D,True,D
1ca4f1ef-d7dd-4909-bb00-e0c5700e2bf8,"AIDS, secondary infection will be all except",A,A,True,A
c9b3f6a9-ec49-4339-a06d-f7cf29e46c2d,Most accurate method of determination of working length in a tooth with open apex:,A,A,True,A
98200364-a113-4848-9149-fdd6106442a5,The patients with class II division 1 malocclusion have,D,C,False,C
abcdfc38-ab30-4fe8-8bd8-e8a7cb5b35e1,Which is not true about Juvenile periodontitis,C,C,True,C
8a04c842-70a5-4ba5-9645-c5ef4a5acd66,"In normal dentition, in centric occlusion, opposing contact may be expected at?",A,D,False,D
464819b5-1cf3-4723-9611-ba621fa980e4,The setting time of irreversible hydrocolloids can be decreased by:,A,A,True,A
6e2bcc94-c91e-4f9d-af0c-2e049c7ac6c5,The systolic blood pressure in normal healthy males of age group of 40 — 60 has a normal distribution with a mean of 130 in a sample of 100. People with systolic blood pressure more than 130 will be:,C,C,True,C
89012d04-ecf7-4f9e-8885-2d75767323a0,Periodontosis manifests itself mainly in:,C,C,True,C
cf208fc9-f8b2-47d0-b02e-df0f6acf4f59,Nerve fibres in pulp are,A,A,True,A
133e30cf-e988-44dc-b6ab-6e3eee5f1197,Oral mucosa is?,B,B,True,B
aa2241ec-9245-4448-81c8-523222ef466f,"All of the following statements about cast cobalt
alloys are true EXCEPT:",C,C,True,C
7d729666-d52d-4249-8e21-3636c121ed81,Nickel is added to wrought gold alloys as,A,B,False,B
5c6f357f-dbae-4930-9dbc-e3f3a4d064b1,All of these are dental auxiliary dental materials except:,B,B,True,B
a28f499d-4b8d-4fb1-a6fa-b63497539f72,"Treatment resins are given for which type of edentulous 
ridges?",A,B,False,B
be5656ab-bce8-4905-827d-45d9e99a9e1c,"Resilient silicone denture lining materials are superior 
to plasticized acrylic resin as:",C,D,False,D
7e0a6533-733d-48a0-88dd-3359674187b8,The usefulness of a screening test depends upon it,A,A,True,A
420bd3ce-8f20-44dc-b74f-2dcb97069594,Brushing technique for gingival recession,D,D,True,D
97e96705-d952-463a-90bd-a03aa16d4772,"2nd optimal landmark for termination of cleaning, shaping and obturation is",A,A,True,A
d5a3e0d8-3ce2-455c-96c6-b5b9fec203a0,"Borders of major connectors adjacent to gingival crevices, should be no closer to the crevice
than?",C,B,False,B
9974421e-f978-4413-879e-5767dbc0d682,Lingual bar is used in conditions where:,A,B,False,B
2764f129-0e83-45be-a4cb-71bd633ed2da,"All of the following hemostatic agents are used as perforation repair, except?",C,D,False,D
9ab1e53f-7a79-4422-a147-0a5b6936ecb9,Unattached gingiva:,D,B,False,B
8bbcb007-44f0-460f-9e73-25f6006859fe,Gene for Dentin mineralization,B,B,True,B
4669e9cb-e3f4-484f-be7a-0c30e319908e,The most effective caustic that may be used locally in the treatment of hypersensitive dentin in the molars is:,D,D,True,D
357b068e-85e8-47c7-80e8-af83875a6986,Orthodontically treated midline diastema is best retained by:,C,C,True,C
d67604c2-e273-417d-9c60-e10508104102,"In a patient with allergy to costume jewelry, which of the following is contraindicated:",D,D,True,D
08f47219-09b9-4bc7-aedd-5d08db30d8ba,Turku’s sugar study was related to,B,B,True,B
cf45037e-e487-43c9-aac6-203387a25b55,Dicor is,A,A,True,A
c8f8d5ab-7894-42c8-99fd-87a0d20a7307,Which of the following premolars has a mesial marginal ridge more cervical than the distal marginal ridge:,C,D,False,D
b2f1f56c-5575-4db8-b63d-8f588b686083,Correlation between the height and weight of children is best represented by:,C,C,True,C
8977896a-04f0-4605-bd65-94da2269da22,Wilson curve seen in:,A,A,True,A
7159df6a-590c-4b1a-9cbf-0c15b05fbc9a,In primary trauma from occlusion:,A,A,True,A
0893ecf7-8416-4784-8211-e63a3ca18f70,Gene for odontoblast differentiation,A,B,False,B
f9b91625-8627-40e9-ae62-e7085acb8f3a,Porcelain denture teeth,D,D,True,D
e0d991de-46ba-4a28-9f2d-788c2e1f9af5,Green Vermillion index measures,B,D,False,D
85cb22b1-2b4f-4ee5-bdc0-75561bef3ac2,"According to the instrument formula given by G.V. Black, the primary cutting edge angle should be:",A,C,False,C
48d1692a-1a88-4247-8a54-7947e03d6d62,Optimal anti-rotational design in a blade is incorporated by offset not greater than?,A,A,True,A
6e7dc35e-f7f1-4c23-a661-6c5eb5a1afe8,Which of the following is not true for S/S spreader compared to Ni-Ti Spreader?,A,A,True,A
3910b505-b026-4089-ae49-4f8481208a75,Curve passing through the buccal and lingual cusp tips of the mandibular buccal teeth is:,A,A,True,A
ff4a2857-8eaf-46c6-be36-0ba13bdd3534,"A	permanent tooth	bud,	which	has	been	accidentally
removed during extraction of a deciduous tooth, should be:",D,B,False,B
bee09bc5-3c41-4d41-8da8-a307dfd4228e,Which one of the following is not used as an abrasive in the dentifrice,D,D,True,D
d9c20d32-1598-4eae-9b6b-5f172e914f8f,Function of major connector is that it:,D,D,True,D
031499f6-c4ae-423c-8cef-b0b992ed9bf0,"Which	of	the	following	can	result	in	Paradoxical
excitement in children.",B,C,False,C
6bc9b299-ba4b-403a-bb2b-274923352705,Cholesterol crystals are found in which zone?,C,C,True,C
308573c6-93c7-47db-908e-14be06dc49e2,"All information must be explained in comprehensible, non medical terms preferable in local language about the diagnosis, nature of treatment, risks involved, prospects of success and alternative metho...",C,C,True,C
7947a7bf-dc1b-4832-bd88-04f7703b4d49,Dystrophic calcification is seen most commonly in which of the following oral tissues,B,B,True,B
c7ca32ca-6eb7-4d57-b2b5-9ddbd6d14d89,"Angles between Adhesive and Adherent is Zero degree, it indicates:",A,A,True,A
30f6c7b2-824b-431b-a84e-f8bdb0554946,Which of the following require delayed separation?,D,D,True,D
fca6dd3f-4e3a-49fe-a893-e4c69ee343b3,"An 8 year old child got trauma and got his central incisor avulsed 20 minutes back which got contaminated with debris. The child rushes to dental clinic with avulsed tooth, the treatment is:",A,A,True,A
857b4f18-59a4-4f38-923e-679808197235,In 3 mix paste; discoloration occurs due to presence of:,B,B,True,B
8da069c0-ac1c-4c9d-8d94-54e4560f0bea,Ear prosthesis and ocular prosthesis is made from,C,C,True,C
3c4866dc-0c8a-422b-88ff-e383b5223ecb,"During recording of PPS, face is titled down 30 degrees to touch the sternum:",B,C,False,C
cfbbb3e8-ed19-41a8-9cfd-ba5a7cbd898e,High copper dental amalgams are superior to other amalgams because high copper dental amalgams:,A,A,True,A
565a5c13-1465-40b3-91bf-5d4a057c2fbd,Study models are used:,D,D,True,D
a20626b3-8719-4847-a929-87a7c9727649,"A patient is giving; history of avulsed tooth 20 minutes back, comes to dentist what should be done?",B,B,True,B
44849fd1-7c11-4756-805f-48d34ee2cd05,Most probable chance of developing caries in the following curve is at:,B,B,True,B
6dd94080-58a8-437f-9559-bdfcc109c9af,Dustless alginate is produced by,C,C,True,C
f4affb3a-0fce-423d-aaac-027d30259334,A-alpha ﬁbers have a speed of conduction of  ------ m/s.,D,D,True,D
d8a98adf-739e-4e14-9236-e3bb4f0cd91e,Which of the following is a dye used for dentinal caries detection:,D,C,False,C
8c0fb123-51d5-4356-8c2d-2bdfa154ae77,"About gutta-percha all are true, except:",B,A,False,A
c48cca4e-55ef-4a73-b07d-6ac3a3c5c1eb,"A patient shows one or more of the following: advanced bone loss, grade II and III furcation involvements, tooth mobility, inaccessible areas, systemic/environmental factors represents:",A,B,False,B
36b7b647-0cba-4bee-a4fe-21c3e49ab981,ADA specification of orthodontic wire:,C,B,False,B
a3a5f97f-caeb-47cf-9810-18f55c7e14ea,Which is true about mucogingival flap designs,A,A,True,A
a3c6f795-d946-4ac2-947a-56fda3b30bd7,An anterior bite plate should be trimmed so that,D,D,True,D
d8d4dc47-e669-4f12-a089-b1a362fc0c51,"In resorption of roots of the primary teeth, the
dental pulp",A,A,True,A
15a4cb03-3ccf-4f24-87cb-d26357c501fc,Problem associated with wide divergent roots of primary teeth,C,C,True,C
95835bf6-f013-4b4e-9a46-c3f046eeca17,During relining procedures fear lies in the alteration of,C,C,True,C
9aac7deb-5ed0-4f88-b20a-0b177ae8b839,Diagnodent uses what for detecting caries,C,C,True,C
57660d4b-51d1-41b9-bdb7-05daa16b71b1,The most mucostatic impression material is,A,A,True,A
b046407a-84fe-432c-8df8-32545b94d5dd,Wrong among following about Irritated mandible,A,A,True,A
953391a8-ee52-4e36-879f-67eaf1f68ae3,Maximum masticatory forces taken up by which fibers:,B,B,True,B
20b7d2a0-caab-4ee1-8141-ebfd769ac33f,Transfer of hinge opening axis is compulsory in:,D,D,True,D
28d96ad9-427e-4a5f-88a7-deb8c35d48ef,"An investigator want to know the similarity of the mean peak flow of expiratory rates and non-smokers, light smokers, moderate smokers, & heavy smokers. Which is statistical test of significance:",A,A,True,A
a21105e6-e66d-4ae5-ab2d-cee0c3b6bd4d,Crab claw separator is,B,B,True,B
53d58d7a-d546-4b1a-88a7-fa7348ff08a5,All are secondary colonizers except,A,A,True,A
b31e3c42-29b5-4773-aec7-c8e8c7c9e444,Apical foramen is found at root apex in,A,A,True,A
3f41f911-cf5c-4227-b32b-7efd0b2fc191,Midazolam cannot be given by which of the following routes:,B,B,True,B
55cf89e3-a464-43f3-8790-669a47a1be85,Epsilon in high copper amalgam  is?,C,A,False,A
6a86faf5-cc79-438b-b82f-53839e1ce3ab,Which one of the following is the role of barrier membrane in GTR?,B,B,True,B
f447d416-8b56-4a22-a6bc-9b3467fc4b1d,Suture technique is called as:,C,C,True,C
9efd66e5-5dcc-4213-ba60-a590e2f02625,Functional appliances in skeletal class II are indicated when:,A,A,True,A
53b12087-73b5-4305-a270-6c382f23a6b7,Which of the following is a phosphoryn indicating dentin presence,A,A,True,A
1245ee8a-b80f-488c-b1a2-2ad91e1484b0,"Sequence of treatment in patient with caries in relation to 51, 52, 61 & 62:",B,A,False,A
f7a14264-3ccd-4354-b975-2a82ee0150e3,Major pattern of accessory canals in mandibular molar is?,A,C,False,C
955c6422-0b51-40dd-b6ea-bb0e88ffa035,All are true about enamel rods except,A,B,False,B
57d7d8c5-91d4-4123-952e-0256f1a0e7d6,Theories which define the etiology of thumb sucking:,D,D,True,D
3f67eb93-73d7-4caa-b000-2b85de3c8a65,Pericytes are found:,B,B,True,B
242d1a23-0032-4565-99cc-ebf7d8fc54aa,Cytokines associated with periapical lesions,A,A,True,A
ad6af2c6-763f-42f8-bcfb-57752a45b311,"Severe alveolar bone loss, as observed in juvenile periodontitis is associated with:",D,D,True,D
7719be4d-bbfc-4cdc-a70a-a543b0f5403b,"All are true about RVG, except:",D,D,True,D
119b2538-3a82-4ed2-94bc-50e807b9545e,Modulus of elasticity of which cement is best to support under complex amalgam restoration?,B,B,True,B
669252ce-a199-41b9-bf5a-c870a59121fc,Hyalinization in orthodontic movement means:,A,A,True,A
14085677-1f80-45fe-a525-0118e462b77c,"Latest technique by which bone graft is obtained without
damaging vital structure, vessels/veins is based on?",A,A,True,A
ee615bdf-30fc-4478-9571-f6694c0a5e21,Enlarged tonsils are only seen in:,D,D,True,D
b9bf56a4-ed0f-40f4-ae43-bcc067369c4b,"Permanent bending of an orthodontic wire during its clinical application will leads to work hardening of the  alloy, this might cause:",D,D,True,D
e17d01d1-5fff-4b7c-b54f-c607da6a8a64,Growth of nasal bone is completed by:,A,A,True,A
06bece2b-7071-448b-8681-a396bcf4c0f5,"Phosphate bonded investment should be completely carbon free, otherwise:",C,B,False,B
3fa2a07a-96d8-4272-bc31-1e91555907e9,Most atypical (unique) tooth,A,A,True,A
369a3802-c030-4528-81a8-069b7d890c7e,Object permanence seen in which stage of Jean Piaget’s theory,A,A,True,A
dc4743ee-bf49-4474-a05e-b8363f4089e6,Caries status in child is most likely suggested by,A,A,True,A
2dcd58c8-0fb7-4802-a5c7-e83c40f8a2de,Bar-clasp assembly mostly used is:,A,C,False,C
51397f99-9a45-4e34-af9c-eab16fc300be,The following appliance is used in:,B,C,False,C
e763e9a8-273c-4bae-a31d-4a4e688ba787,Folic acid deficiency is precipitated by:,D,D,True,D
4bed11d9-70fd-4592-941c-6ba056318752,Mgo added to alginate power to modify which property:,A,D,False,D
7a6a550d-e730-40ac-8d5e-25a7212d4f23,2 root canals are found in what percentage of Mandibular incisors,A,A,True,A
9ed9f8aa-4e8c-4b69-adcf-e7c6093d3926,Health education includes all except,A,D,False,D
dcbeb089-e4f1-4a0b-8216-83dd42c7ec6d,Main crystalline component of calculus is,A,A,True,A
eb722516-1a0b-49e3-8b45-912b365d0ea9,PPS anatomically is:,A,A,True,A
944df241-c1be-41cb-aa47-b45a4c4593a5,Ionic exchange between enamel surface and environment:,D,D,True,D
08470a6f-64fa-438d-838f-20053e00e6e6,Which of the following is a major pattern of accessory canals in mandibular first molar is?,B,C,False,C
70efb4dd-1ec2-4930-b775-d3e910b2b24a,Which of following will happen with a flexible major connector:,B,B,True,B
fa343a34-381b-416b-ab19-bdafd40ad25d,"During post preparation in distal canal of mandibular first molar, maximum chance of perforation is seen in:",D,D,True,D
4d48f925-c908-4543-b466-e97ff099812c,Ratio of mesiodistal width to height of crown of maxillary canine,A,A,True,A
53c46c77-bc75-4269-a36c-58effa4f357d,"Which crown would be suitable for a patient with high
caries index, minimum horizontal overlap of maxillary central incisors?",A,B,False,B
05b86488-310e-4b41-bcd9-05f3f223eca2,Main concern during prosthodontics surgery and better prosthetic prognosis?,B,B,True,B
03ecd4a2-40fa-4d0d-af2e-f6c7abbf98eb,Serial technique Or telescoping technique is another name of:,A,B,False,B
dbd6efef-b527-48fe-86f3-2f0f6b861718,The best way to fill a bony defect will be with which of the following?,D,D,True,D
08fbda3f-1275-4a63-b34b-c57db24dcd70,Which of the following type of behavior is seen in stubborn child:,A,A,True,A
e1a006e0-911e-407d-93d5-ce39ae7f6137,"Recently two methods of cPAP; conventional and bubble cPAP were compared. In the conventional method, 90 out of 160 showed extubation failure while 40 out of 160 showed extubation failure in bubble me...",A,A,True,A
